run_id,ncbi_taxon_id,taxon_rank_level,relative_abundance,name,lineage,CDF,CDF1,CDF2,CDF3,CocoaFlavanols,HighCarbohydrateDiet,KiwifruitCapsules,PsylliumHuskFiber,,,,,,,,,,
ERR262943,909932,class,0.002666,Negativicutes,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Negativicutes__909932,0.133821912788571,0.11098890892582,0.108804258075875,0.120380886207185,0.119597674393358,0.120659638908636,0.113586132182758,0.100194881226419,,,,,,
ERR262943,1647988,family,0.001036,Akkermansiaceae,n__cellular organisms__131567,sk__Bacteria__2,cl__PVC group__1783257,p__Verrucomicrobiota__74201,c__Verrucomicrobiae__203494,o__Verrucomicrobiales__48461,f__Akkermansiaceae__1647988,0.593990472700578,0.808068290298536,0.805540838989926,0.81037119288952,0.574573774849434,0.575315569541665,0.799345364448438,0.546243331369629,,,,
ERR262943,48461,order,0.001036,Verrucomicrobiales,n__cellular organisms__131567,sk__Bacteria__2,cl__PVC group__1783257,p__Verrucomicrobiota__74201,c__Verrucomicrobiae__203494,o__Verrucomicrobiales__48461,0.593990472700578,0.808068290298536,0.805540838989926,0.81037119288952,0.574573774849434,0.575315569541665,0.799345364448438,0.546243331369629,,,,,
ERR262943,203494,class,0.001036,Verrucomicrobiae,n__cellular organisms__131567,sk__Bacteria__2,cl__PVC group__1783257,p__Verrucomicrobiota__74201,c__Verrucomicrobiae__203494,0.593990472700578,0.808068290298536,0.805540838989926,0.81037119288952,0.574573774849434,0.575315569541665,0.799345364448438,0.546243331369629,,,,,,
ERR262943,74201,phylum,0.001036,Verrucomicrobiota,n__cellular organisms__131567,sk__Bacteria__2,cl__PVC group__1783257,p__Verrucomicrobiota__74201,0.593990472700578,0.808068290298536,0.805540838989926,0.81037119288952,0.574573774849434,0.575315569541665,0.799345364448438,0.546243331369629,,,,,,,
ERR262943,1783257,clade,0.001036,PVC group,n__cellular organisms__131567,sk__Bacteria__2,cl__PVC group__1783257,0.555858373030374,0.793795231349537,0.79226168919548,0.798128194555679,0.533357696498082,0.534374948011698,0.792227603787336,0.498906053263126,,,,,,,,
ERR262943,2184759,species,0.029715,Bacteroides sp. NMBE5,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Bacteroidaceae__815,g__Bacteroides__816,n__unclassified Bacteroides__2646097,s__Bacteroides sp. NMBE5__2184759,0.803661847496511,0.755246401759999,0.753671898402824,0.753526295387405,0.799837564421021,0.802442644409044,0.791493143270515,0.767690569585305
ERR262943,2646097,no rank,0.029715,unclassified Bacteroides,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Bacteroidaceae__815,g__Bacteroides__816,n__unclassified Bacteroides__2646097,0.347689481346488,0.103309164410392,0.100543929824301,0.0978866573344552,0.324017059059777,0.332311901118564,0.299557695141188,0.235117180832805,
ERR262943,816,genus,0.067892,Bacteroides,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Bacteroidaceae__815,g__Bacteroides__816,0.23503204068318,0.0548060834700722,0.0523193124613641,0.0549599125833259,0.218692130701506,0.221532747990822,0.203733131621855,0.157059576594532,,
ERR262943,815,family,0.09911,Bacteroidaceae,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Bacteroidaceae__815,0.206377408343139,0.0489042577593888,0.0473604300700214,0.0498988991826244,0.189226298976381,0.19228584616855,0.171494547380576,0.133487058366827,,,
ERR262943,171549,order,0.111461,Bacteroidales,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,0.087865952440648,0.0206060664707686,0.0204350374851543,0.0217609304005808,0.0792660302861653,0.0799384410969988,0.0747917808610261,0.0648182574105655,,,,
ERR262943,200643,class,0.111461,Bacteroidia,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,p__Bacteroidota__976,c__Bacteroidia__200643,0.087865952440648,0.0206060664707686,0.0204350374851543,0.0221248195812014,0.0792660302861653,0.0799384410969988,0.0747917808610261,0.0648182574105655,,,,,
ERR262943,976,phylum,0.111461,Bacteroidota,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,p__Bacteroidota__976,0.087865952440648,0.0199939464952534,0.0198229175096391,0.0215126996056862,0.0792660302861653,0.0799384410969988,0.0747917808610261,0.0648182574105655,,,,,,
ERR262943,68336,clade,0.111461,Bacteroidota/Chlorobiota group,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,0.087865952440648,0.0199939464952534,0.0198229175096391,0.0215126996056862,0.0792660302861653,0.0799384410969988,0.0747917808610261,0.0648182574105655,,,,,,,
ERR262943,1783270,clade,0.111461,FCB group,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,0.087865952440648,0.0199939464952534,0.0198229175096391,0.0215126996056862,0.0792660302861653,0.0799384410969988,0.0747917808610261,0.0648182574105655,,,,,,,,
ERR262943,997887,strain,0.015771,Bacteroides salyersiae CL02T12C01,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Bacteroidaceae__815,g__Bacteroides__816,s__Bacteroides salyersiae__291644,st__Bacteroides salyersiae CL02T12C01__997887,0.978705295762727,0.9801836768687,0.979875265246614,0.979895964715631,0.977973797399856,0.978229847782882,0.976362815878882,0.954230765366733
ERR262943,291644,species,0.015771,Bacteroides salyersiae,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Bacteroidaceae__815,g__Bacteroides__816,s__Bacteroides salyersiae__291644,0.975214150401376,0.976656785373284,0.976354926028094,0.97636557873032,0.974097037554927,0.974557077323347,0.972282016042114,0.947437662137316,
ERR262943,411901,strain,0.008251,Bacteroides caccae ATCC 43185,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Bacteroidaceae__815,g__Bacteroides__816,s__Bacteroides caccae__47678,st__Bacteroides caccae ATCC 43185__411901,0.755212049912181,0.848329209966758,0.842943618051412,0.840013867275386,0.737736843903366,0.741822315053524,0.724524194792499,0.694428228652072
ERR262943,47678,species,0.008251,Bacteroides caccae,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Bacteroidaceae__815,g__Bacteroides__816,s__Bacteroides caccae__47678,0.652060712425937,0.750224076369418,0.740923360379957,0.731383005557028,0.638981487853591,0.646193888324811,0.617051973920476,0.553331914469107,
ERR262943,665954,strain,0.006748,Bacteroides ovatus 3_8_47FAA,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Bacteroidaceae__815,g__Bacteroides__816,s__Bacteroides ovatus__28116,st__Bacteroides ovatus 3_8_47FAA__665954,0.911994625625903,0.947311313873871,0.946899905569029,0.946986980435405,0.908484545694749,0.909246701340657,0.905621026784003,0.895149045607135
ERR262943,28116,species,0.006748,Bacteroides ovatus,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Bacteroidaceae__815,g__Bacteroides__816,s__Bacteroides ovatus__28116,0.558429661214524,0.642956042392909,0.63333824357277,0.619810508924359,0.535062609178238,0.542338744563016,0.509674833075076,0.431806014616661,
ERR262943,997890,strain,0.004632,Bacteroides uniformis CL03T12C37,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Bacteroidaceae__815,g__Bacteroides__816,s__Bacteroides uniformis__820,st__Bacteroides uniformis CL03T12C37__997890,0.984903877607939,0.988447352229337,0.98824832821763,0.988310046434413,0.984440630607943,0.984482686112915,0.984280731706115,0.983739327784144
ERR262943,820,species,0.004632,Bacteroides uniformis,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Bacteroidaceae__815,g__Bacteroides__816,s__Bacteroides uniformis__820,0.301626861811045,0.283310026058139,0.281548548523359,0.281295958649238,0.276049860234973,0.277831283941858,0.270894703137325,0.253075320434847,
ERR262943,665953,strain,0.002775,Bacteroides eggerthii 1_2_48FAA,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Bacteroidaceae__815,g__Bacteroides__816,s__Bacteroides eggerthii__28111,st__Bacteroides eggerthii 1_2_48FAA__665953,0.801714913887797,0.904854450760884,0.903691608854772,0.903683970064636,0.789082844226102,0.790100673477788,0.781672452030396,0.764416987964932
ERR262943,28111,species,0.002775,Bacteroides eggerthii,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Bacteroidaceae__815,g__Bacteroides__816,s__Bacteroides eggerthii__28111,0.754438855391518,0.887169098760911,0.886092969184755,0.885464653259998,0.736644406920029,0.738912106409464,0.723929134340135,0.695247430731722,
ERR262943,435590,strain,0.026535,Phocaeicola vulgatus ATCC 8482,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Bacteroidaceae__815,g__Phocaeicola__909656,s__Phocaeicola vulgatus__821,st__Phocaeicola vulgatus ATCC 8482__435590,0.93337451267592,0.913702532646416,0.912981797038402,0.913075562638592,0.932933943336951,0.934202550323993,0.928353903010327,0.913759861700388
ERR262943,821,species,0.026535,Phocaeicola vulgatus,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Bacteroidaceae__815,g__Phocaeicola__909656,s__Phocaeicola vulgatus__821,0.510122755588094,0.253348124363144,0.248550409996668,0.239613823690122,0.488427835585341,0.497166952068043,0.455470320157829,0.365767600531088,
ERR262943,909656,genus,0.031218,Phocaeicola,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Bacteroidaceae__815,g__Phocaeicola__909656,0.266533883379237,0.104082430357441,0.102194044405649,0.100558692984914,0.246196871578447,0.250530700671692,0.235187585026219,0.190460936573832,,
ERR262943,357276,species,0.004683,Phocaeicola dorei,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Bacteroidaceae__815,g__Phocaeicola__909656,s__Phocaeicola dorei__357276,0.385955561477715,0.432823649086059,0.426457275116482,0.421070521182546,0.365688797324622,0.369823020097189,0.357163523048521,0.324652689839068,
ERR262943,999421,strain,0.002665,Parabacteroides merdae CL09T00C40,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Tannerellaceae__2005525,g__Parabacteroides__375288,s__Parabacteroides merdae__46503,st__Parabacteroides merdae CL09T00C40__999421,0.925813161468234,0.971937331702618,0.971341050426326,0.971515695582951,0.924549782973818,0.924889796503428,0.922608463267125,0.917295879033218
ERR262943,46503,species,0.002665,Parabacteroides merdae,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Tannerellaceae__2005525,g__Parabacteroides__375288,s__Parabacteroides merdae__46503,0.460745694393524,0.619085866680644,0.614164855699846,0.609316326247996,0.445009451769942,0.446349041890977,0.435164435779521,0.411340691308723,
ERR262943,375288,genus,0.002665,Parabacteroides,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Tannerellaceae__2005525,g__Parabacteroides__375288,0.15267429393483,0.127766701002974,0.125393804254522,0.13737839991117,0.132218255380535,0.132893747980564,0.125541109661348,0.113765700096365,,
ERR262943,2005525,family,0.003279,Tannerellaceae,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Tannerellaceae__2005525,0.160454957474303,0.12908012932007,0.126093326137695,0.136375729338814,0.137660238169345,0.138460346159852,0.134278713233454,0.120418555946226,,,
ERR262943,665949,species,0.000614,Tannerella sp. 6_1_58FAA_CT1,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Tannerellaceae__2005525,g__Tannerella__195950,n__unclassified Tannerella__2620507,s__Tannerella sp. 6_1_58FAA_CT1__665949,0.791987296934093,0.997082192759745,0.996292044618788,0.996270302754935,0.776477240790999,0.777713611508544,0.773554110691118,0.751722128689508
ERR262943,2620507,no rank,0.000614,unclassified Tannerella,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Tannerellaceae__2005525,g__Tannerella__195950,n__unclassified Tannerella__2620507,0.755561953619783,0.992700850563228,0.992519151907694,0.992500968274164,0.737301562358031,0.738537933075576,0.734174392266311,0.710005503717962,
ERR262943,195950,genus,0.000614,Tannerella,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Tannerellaceae__2005525,g__Tannerella__195950,0.755561953619783,0.992700850563228,0.992519151907694,0.992500968274164,0.737301562358031,0.738537933075576,0.734174392266311,0.710005503717962,,
ERR262943,742726,strain,0.002909,Barnesiella intestinihominis YIT 11860,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Barnesiellaceae__2005519,g__Barnesiella__397864,s__Barnesiella intestinihominis__487174,st__Barnesiella intestinihominis YIT 11860__742726,0.581721699713595,0.747874025479381,0.742858313925647,0.741536490145255,0.564045136843641,0.56554741854925,0.557613861805844,0.533143759278332
ERR262943,487174,species,0.002909,Barnesiella intestinihominis,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Barnesiellaceae__2005519,g__Barnesiella__397864,s__Barnesiella intestinihominis__487174,0.581721699713595,0.747874025479381,0.742858313925647,0.741536490145255,0.564045136843641,0.56554741854925,0.557613861805844,0.533143759278332,
ERR262943,397864,genus,0.002909,Barnesiella,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Barnesiellaceae__2005519,g__Barnesiella__397864,0.579523092165043,0.744883233032124,0.739926137815853,0.741544213966631,0.562004736925258,0.563507018630866,0.55557346188746,0.530675830580433,,
ERR262943,2005519,family,0.002909,Barnesiellaceae,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Barnesiellaceae__2005519,0.560245178053859,0.714335329474148,0.706349890184681,0.706240442796125,0.540356267193774,0.542490899471513,0.53008654340756,0.500127662719337,,,
ERR262943,679935,strain,0.001153,Alistipes finegoldii DSM 17242,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Rikenellaceae__171550,g__Alistipes__239759,s__Alistipes finegoldii__214856,st__Alistipes finegoldii DSM 17242__679935,0.442240747526543,0.767131814902561,0.761808399222826,0.753830573686019,0.414258350304896,0.422229249937862,0.400684148940887,0.370681426880527
ERR262943,214856,species,0.001153,Alistipes finegoldii,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Rikenellaceae__171550,g__Alistipes__239759,s__Alistipes finegoldii__214856,0.442240747526543,0.767131814902561,0.761808399222826,0.753830573686019,0.414258350304896,0.422229249937862,0.400684148940887,0.370681426880527,
ERR262943,239759,genus,0.003195,Alistipes,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Rikenellaceae__171550,g__Alistipes__239759,0.178621595211923,0.156007339187219,0.155271098689958,0.166751844075925,0.1590403266472,0.159515854930694,0.155098119396571,0.147406733901405,,
ERR262943,171550,family,0.003195,Rikenellaceae,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Rikenellaceae__171550,0.177888726029072,0.155519237723727,0.154659076982825,0.165751142414164,0.158632246663523,0.159107774947017,0.154690039412894,0.147103439478024,,,
ERR262943,445970,strain,0.002042,Alistipes putredinis DSM 17216,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Rikenellaceae__171550,g__Alistipes__239759,s__Alistipes putredinis__28117,st__Alistipes putredinis DSM 17216__445970,0.341126706708929,0.367492067240583,0.366657856241854,0.366628238833842,0.323197832686999,0.323748445134273,0.320220288061774,0.309841711084348
ERR262943,28117,species,0.002042,Alistipes putredinis,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Rikenellaceae__171550,g__Alistipes__239759,s__Alistipes putredinis__28117,0.341126706708929,0.367492067240583,0.366657856241854,0.366628238833842,0.323197832686999,0.323748445134273,0.320220288061774,0.309841711084348,
