run_id,ncbi_taxon_id,taxon_rank_level,relative_abundance,name,lineage,CDF,CDF1,CDF2,CDF3,AerobicExercise,CitrusFruitExtractSupplementation,ModerateIntensityExercise,RedWine
SRR5936079,411475,strain,0.0636,Flavonifractor plautii ATCC 29863,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;g__Flavonifractor__946234;s__Flavonifractor plautii__292800;st__Flavonifractor plautii ATCC 29863__411475,0.9995333465606832,0.9768567235817324,0.9768213478760877,0.9768637540958576,0.9981211084134196,0.9994440305170704,0.9994559496879524,0.9987253931201994
SRR5936079,292800,species,0.0636,Flavonifractor plautii,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;g__Flavonifractor__946234;s__Flavonifractor plautii__292800,0.9990557324387164,0.9154440151804928,0.915369251998233,0.9154569500299462,0.9975659393028622,0.99908385624807,0.9991059444552756,0.9981690134705216
SRR5936079,946234,genus,0.0659,Flavonifractor,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;g__Flavonifractor__946234,0.9990799927574636,0.9065385402198916,0.9064205165476742,0.9065782501619186,0.9976100408978922,0.999109927954088,0.9991322200812373,0.9982115412526468
SRR5936079,216572,family,0.1635999999999998,Oscillospiraceae,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572,0.7128875358995672,0.0373591875133583,0.0377786514607317,0.0368519150803399,0.7472579497902724,0.6831287183196075,0.7633845055874827,0.5644845543542238
SRR5936079,186802,order,0.2079999999999997,Eubacteriales,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802,0.7270514682264386,0.0288149090614678,0.0297074654494849,0.0283842078899248,0.6495105010949291,0.5884969830804488,0.6697872765907356,0.4566541349578741
SRR5936079,186801,class,0.5117999999999996,Clostridia,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801,0.849517527787876,0.021965325849362,0.021988318301534,0.0217940801749662,0.7147463234242794,0.8570570460417432,0.8504041378430139,0.7039436977015295
SRR5936079,1239,phylum,0.7901999999999993,Bacillota,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239,0.9706968655300404,0.0034517073126736,0.0034492963726641,0.0031919219697345,0.9812434745843136,0.9755042283694596,0.9711983318588652,0.8555605274405508
SRR5936079,1783272,clade,0.8270999999999993,Terrabacteria group,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272,0.9232899649507328,0.0010575061598065,0.001070068803089,0.0010177177933398,0.9392895846326316,0.9286587284308474,0.926371779961116,0.8244987216898748
SRR5936079,2,superkingdom,0.9979999999999992,Bacteria,n__cellular organisms__131567;sk__Bacteria__2,0.623488457310321,0.0002040399918384,0.0002040399918384,0.0002040399918384,0.8471407501904122,0.8457457661701104,0.8091862544084174,0.8099465033655786
SRR5936079,131567,no rank,0.9979999999999992,cellular organisms,n__cellular organisms__131567,0.5349945034810918,0.0002040399918384,0.0002040399918384,0.0002040399918384,0.7548587071830671,0.7520914099162948,0.6940223854580332,0.6951553483282362
SRR5936079,1965537,species,0.0023,Flavonifractor sp. An10,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;g__Flavonifractor__946234;n__unclassified Flavonifractor__2629267;s__Flavonifractor sp. An10__1965537,0.9933048725869178,0.9980684686791989,0.9980636292779224,0.9980687840629852,0.9891151287905762,0.9932996630374208,0.9933196924573487,0.991706894151723
SRR5936079,2629267,no rank,0.0023,unclassified Flavonifractor,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;g__Flavonifractor__946234;n__unclassified Flavonifractor__2629267,0.9932209600585292,0.9980683727310892,0.9980634994064956,0.9980685040890684,0.986881570722152,0.9931427505105418,0.9931913989894028,0.9915109662751712
SRR5936079,1965576,species,0.0398,Pseudoflavonifractor sp. An184,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;g__Pseudoflavonifractor__1017280;n__unclassified Pseudoflavonifractor__2628103;s__Pseudoflavonifractor sp. An184__1965576,0.9999914996807472,0.996389300095547,0.996372072590568,0.996394137264546,0.9998925205403324,0.9999778935560192,0.9999828577856386,0.9999218364683256
SRR5936079,2628103,no rank,0.0398,unclassified Pseudoflavonifractor,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;g__Pseudoflavonifractor__1017280;n__unclassified Pseudoflavonifractor__2628103,0.9999914996807472,0.9961852601037088,0.9961680325987298,0.9961900972727076,0.9998925205403324,0.9999778935560192,0.9999828577856386,0.9999218364683256
SRR5936079,1017280,genus,0.0416,Pseudoflavonifractor,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;g__Pseudoflavonifractor__1017280,0.9999551566058432,0.992887680468178,0.9928479382056752,0.9928981695154916,0.9998564980698614,0.9999377200696816,0.9999424429279996,0.9998843885956796
SRR5936079,411467,strain,0.0018,Pseudoflavonifractor capillosus ATCC 29799,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;g__Pseudoflavonifractor__1017280;s__Pseudoflavonifractor capillosus__106588;st__Pseudoflavonifractor capillosus ATCC 29799__411467,0.9923048735799656,1.0,1.0,1.0,0.9758825463207864,0.9904388248457832,0.9906083144014396,0.9843885668127916
SRR5936079,106588,species,0.0018,Pseudoflavonifractor capillosus,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;g__Pseudoflavonifractor__1017280;s__Pseudoflavonifractor capillosus__106588,0.9923048735799656,1.0,1.0,1.0,0.9758825463207864,0.9904388248457832,0.9906083144014396,0.9843885668127916
SRR5936079,1650663,species,0.0192,Fournierella massiliensis,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;g__Fournierella__1940255;s__Fournierella massiliensis__1650663,1.0,0.9999610482325092,0.9999578079823428,0.999961987623644,1.0,1.0,1.0,1.0
SRR5936079,1940255,genus,0.0192,Fournierella,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;g__Fournierella__1940255,1.0,0.9999610482325092,0.9999578079823428,0.999961987623644,1.0,1.0,1.0,1.0
SRR5936079,1965588,species,0.0012,Anaerofilum sp. An201,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;g__Anaerofilum__52784;n__unclassified Anaerofilum__2685180;s__Anaerofilum sp. An201__1965588,0.9986258702820536,1.0,1.0,1.0,0.9972952923232784,0.9984023023364252,0.9984257023176716,0.9977901433890388
SRR5936079,2685180,no rank,0.0012,unclassified Anaerofilum,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;g__Anaerofilum__52784;n__unclassified Anaerofilum__2685180,0.9986258702820536,1.0,1.0,1.0,0.9972952923232784,0.9984023023364252,0.9984257023176716,0.9977901433890388
SRR5936079,52784,genus,0.0012,Anaerofilum,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;g__Anaerofilum__52784,0.9986258702820536,1.0,1.0,1.0,0.9972952923232784,0.9984023023364252,0.9984257023176716,0.9977901433890388
SRR5936079,1871018,species,0.0017,Angelakisella massiliensis,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;g__Angelakisella__1935176;s__Angelakisella massiliensis__1871018,0.9367900329790206,0.9973452151047713,0.9972946050882596,0.9972179518109432,0.87958618093025,0.9268703433320296,0.9273347589841952,0.8958744194776593
SRR5936079,1935176,genus,0.0017,Angelakisella,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;g__Angelakisella__1935176,0.9367900329790206,0.9973452151047713,0.9972946050882596,0.9972179518109432,0.87958618093025,0.9268703433320296,0.9273347589841952,0.8958744194776593
SRR5936079,459786,genus,0.0145999999999998,Oscillibacter,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;g__Oscillibacter__459786,0.9834172820489534,0.9114234749509266,0.911339673637141,0.9113505820830952,0.966860138460351,0.9817729152903152,0.9822960884878086,0.9768377398023544
SRR5936079,2109687,species,0.0046999999999999,Oscillibacter sp. PEA192,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;g__Oscillibacter__459786;n__unclassified Oscillibacter__2629304;s__Oscillibacter sp. PEA192__2109687,0.9567607182117038,0.9705131606504498,0.9700970743201216,0.9691877348542594,0.899363390114112,0.9510404070931536,0.9527970318993524,0.9244268111868776
SRR5936079,2629304,no rank,0.0046999999999999,unclassified Oscillibacter,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;g__Oscillibacter__459786;n__unclassified Oscillibacter__2629304,0.9503481128617596,0.9664447716925078,0.9658635541229424,0.9649182980794896,0.8876406847399867,0.9441030473706488,0.9460673049964382,0.9156124721201008
SRR5936079,1232459,species,0.0131,Oscillospiraceae bacterium VE202-24,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;n__unclassified Oscillospiraceae__473772;s__Oscillospiraceae bacterium VE202-24__1232459,0.98453311635194,0.9396101192562976,0.9392397335356558,0.9392524996424244,0.9678341045485211,0.9828698206719464,0.9836757955117196,0.9739614489454544
SRR5936079,473772,no rank,0.0131,unclassified Oscillospiraceae,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;n__unclassified Oscillospiraceae__473772,0.9521802858188866,0.7648164960383607,0.7637606663675883,0.7572022198744964,0.8881750128135034,0.9445612013832316,0.9474818161574574,0.9170772063582951
SRR5936079,2093857,species,0.0063,Dysosmobacter welbionis,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;g__Dysosmobacter__2591381;s__Dysosmobacter welbionis__2093857,0.9446683766946664,0.9259094417097288,0.9242539568482454,0.9219941759190086,0.8764518350643892,0.9369112894173494,0.939999483986151,0.9030882327083845
SRR5936079,2591381,genus,0.0063,Dysosmobacter,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;g__Dysosmobacter__2591381,0.9446683766946664,0.9259094417097288,0.9242539568482454,0.9219941759190086,0.8764518350643892,0.9369112894173494,0.939999483986151,0.9030882327083845
SRR5936079,301302,species,0.1347,Roseburia faecis,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Roseburia__841;s__Roseburia faecis__301302,0.9971391747165376,0.5939205781462181,0.5931959308839152,0.5938422508793203,0.9898718724008864,0.9966433089009092,0.996792228064463,0.993335269451106
SRR5936079,841,genus,0.2363999999999999,Roseburia,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Roseburia__841,0.9924396206916274,0.1842386734597056,0.1835000990770759,0.1834564744174927,0.9681728888842592,0.9940550113886903,0.9918967533844274,0.9813615022756744
SRR5936079,186803,family,0.2979999999999998,Lachnospiraceae,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803,0.891559310911282,0.0315403889801724,0.0315015518575754,0.031257021051999,0.7542926538253889,0.938175171565172,0.9073975094875896,0.8436408480773437
SRR5936079,3085636,order,0.3007999999999998,Lachnospirales,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636,0.8921460852570285,0.0312315756621971,0.0311440634616188,0.0307640331547855,0.753686589628908,0.9376270383602116,0.90783146569402,0.844637932444615
SRR5936079,536231,strain,0.0092,Roseburia intestinalis L1-82,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Roseburia__841;s__Roseburia intestinalis__166486;st__Roseburia intestinalis L1-82__536231,0.9061927445950014,0.8512672187171677,0.8499475793893142,0.8482855811226866,0.8648154343488983,0.8989460874934476,0.9007191718509396,0.8764819580996966
SRR5936079,166486,species,0.0092,Roseburia intestinalis,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Roseburia__841;s__Roseburia intestinalis__166486,0.8090875778672758,0.6693066113339162,0.6677371131345594,0.6627750156574779,0.7270096466555354,0.7925413888569974,0.7966683096854156,0.751723917019127
SRR5936079,2293144,species,0.0925,Roseburia sp. TF10-5,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Roseburia__841;n__unclassified Roseburia__2637578;s__Roseburia sp. TF10-5__2293144,0.9957860021985068,0.6415486564033712,0.6404557932036185,0.6412855356811793,0.9826542283276164,0.994628663048006,0.994948227184342,0.990646692560166
SRR5936079,2637578,no rank,0.0925,unclassified Roseburia,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Roseburia__841;n__unclassified Roseburia__2637578,0.995602784902794,0.5784851809476579,0.5771764263310944,0.5781719579157137,0.9813173970941248,0.9944246230561676,0.9947441871925036,0.9898713877363404
SRR5936079,1073375,strain,0.0056999999999999,Mediterraneibacter gnavus CC55_001C,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Mediterraneibacter__2316020;s__Mediterraneibacter gnavus__33038;st__Mediterraneibacter gnavus CC55_001C__1073375,0.9576768046902672,0.9559231402340987,0.9558757781406878,0.9558909668522804,0.943155840243994,0.9551039073224612,0.9555959871605688,0.948700953661186
SRR5936079,33038,species,0.0056999999999999,Mediterraneibacter gnavus,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Mediterraneibacter__2316020;s__Mediterraneibacter gnavus__33038,0.9444851593989536,0.9415176538253388,0.9414483452271716,0.9414336590511346,0.9201979571796958,0.9404130279100978,0.941269180723742,0.9306433344014232
SRR5936079,2316020,genus,0.0066999999999999,Mediterraneibacter,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Mediterraneibacter__2316020,0.5137412971784152,0.2754292975401067,0.2710936086104427,0.257047724580475,0.384288628184516,0.4840839393305115,0.4888339784785084,0.4197927256133724
SRR5936079,1298596,strain,0.001,[Ruminococcus] faecis JCM 15917,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Mediterraneibacter__2316020;s__Mediterraneibacter faecis__592978;st__[Ruminococcus] faecis JCM 15917__1298596,0.6172590692560895,0.8260514651925941,0.8231769200885377,0.82157318544108,0.5500285830040404,0.5831551026141948,0.5848190721748068,0.5606678860395428
SRR5936079,592978,species,0.001,Mediterraneibacter faecis,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Mediterraneibacter__2316020;s__Mediterraneibacter faecis__592978,0.6172590692560895,0.8260514651925941,0.8231769200885377,0.82157318544108,0.5500285830040404,0.5831551026141948,0.5848190721748068,0.5606678860395428
SRR5936079,2302966,species,0.0056,Lachnospiraceae bacterium TM07-2AC,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;n__unclassified Lachnospiraceae__186928;s__Lachnospiraceae bacterium TM07-2AC__2302966,0.9375229021618714,0.9348217092280806,0.9347186912567452,0.9346037378694328,0.9051489886579016,0.932662446776339,0.933576004258104,0.9188079843000024
SRR5936079,186928,no rank,0.0098999999999999,unclassified Lachnospiraceae,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;n__unclassified Lachnospiraceae__186928,0.6088310736533058,0.2971111732754326,0.2952395093529619,0.2801341136939964,0.4644724777033572,0.5742123236589655,0.5792698727851989,0.5115723205855617
SRR5936079,658082,species,0.0043,Lachnospiraceae bacterium 2_1_58FAA,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;n__unclassified Lachnospiraceae__186928;s__Lachnospiraceae bacterium 2_1_58FAA__658082,0.946683766947506,0.9541901468973276,0.9534716387278198,0.9535292949882574,0.9249757368457656,0.9408241001428508,0.941633342739594,0.9351780350628346
SRR5936079,1965560,species,0.0058,Lachnoclostridium sp. An138,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Lachnoclostridium__1506553;n__unclassified Lachnoclostridium__2608895;s__Lachnoclostridium sp. An138__1965560,1.0,1.0,1.0,1.0,0.9998626938028368,1.0,1.0,0.9999737326160152
SRR5936079,2608895,no rank,0.0058,unclassified Lachnoclostridium,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Lachnoclostridium__1506553;n__unclassified Lachnoclostridium__2608895,0.9995323926711536,0.9994905544014058,0.9994884514435932,0.999491085298786,0.9989729671249604,0.9994582261445064,0.9994649734696044,0.9992798718590178
SRR5936079,1506553,genus,0.0076999999999999,Lachnoclostridium,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Lachnoclostridium__1506553,0.9904727006228372,0.987060028776089,0.987053828192394,0.9870598996030472,0.9827711133340598,0.9872617436002872,0.9873366975971896,0.9864898393107752
SRR5936079,1917870,species,0.0009,Lachnoclostridium pacaense,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Lachnoclostridium__1506553;s__Lachnoclostridium pacaense__1917870,0.9948699157199432,1.0,1.0,1.0,0.9879704585388368,0.9940434263747452,0.9941616345973846,0.9902893237848508
SRR5936079,1871021,species,0.001,Lachnoclostridium phocaeense,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Lachnoclostridium__1506553;s__Lachnoclostridium phocaeense__1871021,0.9963531033519032,0.999429984016852,0.9994279862968364,0.999429610006216,0.9903973096817816,0.995796807668592,0.9958379048066922,0.9921576282482562
SRR5936079,1965636,species,0.0021,Blautia sp. An46,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Blautia__572511;n__unclassified Blautia__2648079;s__Blautia sp. An46__1965636,0.999757027198037,0.999995732294768,0.999993926423596,0.9999962459257082,0.9996682557608776,0.9997202323261204,0.9997232546347812,0.9996861038037486
SRR5936079,2648079,no rank,0.0021,unclassified Blautia,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Blautia__572511;n__unclassified Blautia__2648079,0.5432392817881628,0.6082242328884033,0.6054717820157117,0.5912827251062879,0.4336790790728018,0.5024147981006626,0.5090401207312159,0.4569126059367874
SRR5936079,572511,genus,0.0031,Blautia,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Blautia__572511,0.273176987907658,0.1660754949356941,0.1548879344109063,0.1477914146181373,0.2084169131194451,0.2403312206194847,0.2419591016318296,0.2143816902986728
SRR5936079,1121115,strain,0.001,Blautia wexlerae DSM 19850,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Blautia__572511;s__Blautia wexlerae__418240;st__Blautia wexlerae DSM 19850__1121115,0.3444485159398943,0.4339730156123457,0.4281091951204176,0.4190135203108085,0.2735808787913181,0.3020988910406378,0.3029438087057359,0.283199071643452
SRR5936079,418240,species,0.001,Blautia wexlerae,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Blautia__572511;s__Blautia wexlerae__418240,0.3327226090142822,0.4083950652988246,0.4061335268166698,0.3985459837943901,0.260252270120803,0.2892443715548199,0.290089289219918,0.2701541305469717
SRR5936079,189330,genus,0.0129999999999999,Dorea,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Dorea__189330,0.8144040383618354,0.5361190010572804,0.530864702410985,0.5179716644545067,0.7035678474430455,0.7997180355517787,0.8029025781183088,0.7431617985125845
SRR5936079,1280698,strain,0.0113999999999999,Dorea longicatena AGR2136,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Dorea__189330;s__Dorea longicatena__88431;st__Dorea longicatena AGR2136__1280698,0.9890069622571372,0.9508755278401684,0.9499402851441404,0.949912118360186,0.9690937219963592,0.988532168620142,0.988734120305378,0.9796941794891848
SRR5936079,88431,species,0.0113999999999999,Dorea longicatena,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Dorea__189330;s__Dorea longicatena__88431,0.8836570172223406,0.7191695208084601,0.7182170433874472,0.7129353304222444,0.8033350980829268,0.8754839600840056,0.8783258625511378,0.8375098886929465
SRR5936079,1121323,strain,0.0028,Anaerotignum lactatifermentans DSM 14214,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Anaerotignaceae__3118652;g__Anaerotignum__2039240;s__Anaerotignum lactatifermentans__160404;st__Anaerotignum lactatifermentans DSM 14214__1121323,0.9853426163428834,0.9975513854483622,0.9975197985281864,0.997524423063681,0.9691391547724444,0.9865369181252158,0.987183374525231,0.979833747514512
